Project	Task	SAMPLE_ALIAS	HET_HOMVAR_RATIO	PCT_GQ0_VARIANTS	TOTAL_GQ0_VARIANTS	TOTAL_HET_DEPTH	TOTAL_SNPS	NUM_IN_DB_SNP	NOVEL_SNPS	FILTERED_SNPS	PCT_DBSNP	DBSNP_TITV	NOVEL_TITV	TOTAL_INDELS	NOVEL_INDELS	FILTERED_INDELS	PCT_DBSNP_INDELS	NUM_IN_DB_SNP_INDELS	DBSNP_INS_DEL_RATIO	NOVEL_INS_DEL_RATIO	TOTAL_MULTIALLELIC_SNPS	NUM_IN_DB_SNP_MULTIALLELIC	TOTAL_COMPLEX_INDELS	NUM_IN_DB_SNP_COMPLEX_INDELS	SNP_REFERENCE_BIAS	NUM_SINGLETONS
kfdrc-harmonization/sd-bhjxbdqk-03	alignment-BS_B2AFNXS1	BS_B2AFNXS1	2.152821	0.000836	4013	43511792	3841070	3666031	175039	0	0.95443	2.063159	1.114049	851752	102020	0	0.880223	749732	0.853149	0.750034	1503	1411	99069	93064	0.51475	3278408
kfdrc-harmonization/sd-bhjxbdqk-03	alignment-BS_G113MX63	BS_G113MX63	2.273511	0.000806	4347	48344623	4343645	4134276	209369	0	0.951799	2.071313	1.245075	924365	125601	0	0.864122	798764	0.86003	0.805027	1938	1832	111837	104025	0.512888	3744043
kfdrc-harmonization/sd-bhjxbdqk-03	alignment-BS_FHDR7FJE	BS_FHDR7FJE	1.647438	0.000453	1922	27820819	3606065	3415151	190914	0	0.947058	2.060511	0.894928	602149	53900	0	0.910487	548249	0.847648	0.703163	1255	1170	29773	28472	0.513971	2640876
kfdrc-harmonization/sd-bhjxbdqk-03	alignment-BS_W9MBVTYX	BS_W9MBVTYX	1.922988	0.000637	2862	86886888	3540051	3393605	146446	0	0.958632	2.062945	1.211975	773571	107870	0	0.860556	665701	0.791156	0.534839	1259	1177	165712	146042	0.519036	2953515
kfdrc-harmonization/sd-bhjxbdqk-03	alignment-BS_D25PJCXY	BS_D25PJCXY	1.706968	0.000516	2242	35318080	3662671	3452727	209944	0	0.94268	2.061048	0.868943	633880	61360	0	0.903199	572520	0.839617	0.669796	1347	1258	38374	36789	0.516501	2737947
kfdrc-harmonization/sd-bhjxbdqk-03	alignment-BS_EQCAS6HV	BS_EQCAS6HV	2.042301	0.000453	2125	38558696	3974484	3765164	209320	0	0.947334	2.065585	0.950719	667387	68348	0	0.897589	599039	0.836112	0.695475	1603	1504	39641	38018	0.513531	3147643
kfdrc-harmonization/sd-bhjxbdqk-03	alignment-BS_4KXBM5J8	BS_4KXBM5J8	1.820362	0.000747	3232	43664383	3505223	3352607	152616	0	0.95646	2.063594	1.129694	741784	92262	0	0.875621	649522	0.828517	0.768657	1116	1044	71671	65952	0.517447	2792113
kfdrc-harmonization/sd-bhjxbdqk-03	alignment-BS_WCQW99V3	BS_WCQW99V3	1.819983	0.000769	3341	41783973	3496565	3359388	137177	0	0.960768	2.066153	1.232008	765380	104683	0	0.863227	660697	0.81928	0.704879	1182	1123	76891	70243	0.516674	2804745
kfdrc-harmonization/sd-bhjxbdqk-03	alignment-BS_0PB4PTHT	BS_0PB4PTHT	1.78992	0.000806	3627	39066653	3597844	3443696	154148	0	0.957155	2.064806	1.17674	806964	91042	0	0.88718	715922	0.859542	0.742497	1166	1078	88268	83136	0.514097	2887663
kfdrc-harmonization/sd-bhjxbdqk-03	alignment-BS_E1SWA20C	BS_E1SWA20C	2.120182	0.000795	3848	50245917	3847082	3670842	176240	0	0.954189	2.063119	1.167187	862063	107962	0	0.874763	754101	0.85965	0.737232	1518	1420	118785	110783	0.514897	3287420
kfdrc-harmonization/sd-bhjxbdqk-03	alignment-BS_YR7Q70YP	BS_YR7Q70YP	1.813686	0.000734	3157	37885955	3483264	3352510	130754	0	0.962462	2.065612	1.313247	746015	98685	0	0.867717	647330	0.819626	0.692768	1140	1060	64011	59329	0.515287	2771256
kfdrc-harmonization/sd-bhjxbdqk-03	alignment-BS_584QG6D4	BS_584QG6D4	1.630427	0.000453	1895	26843893	3562378	3373753	188625	0	0.947051	2.066003	0.851298	588784	52891	0	0.910169	535893	0.843299	0.704732	1195	1120	27658	26537	0.513106	2593683
kfdrc-harmonization/sd-bhjxbdqk-03	alignment-BS_5ESEHG0A	BS_5ESEHG0A	2.441385	0.000661	3283	52966469	4042460	3878995	163465	0	0.959563	2.071953	1.343954	830881	116883	0	0.859326	713998	0.821726	0.750768	1652	1563	82662	75627	0.513564	3521820
kfdrc-harmonization/sd-bhjxbdqk-03	alignment-BS_26J942GD	BS_26J942GD	1.786714	0.000821	3664	33898902	3587341	3437266	150075	0	0.958165	2.063206	1.101567	793811	86469	0	0.891071	707342	0.85817	0.744135	1187	1094	76778	72594	0.513284	2863005
kfdrc-harmonization/sd-bhjxbdqk-03	alignment-BS_BSXYPA4B	BS_BSXYPA4B	1.929831	0.000628	2820	86693607	3538478	3390250	148228	0	0.95811	2.062039	1.165651	768183	106460	0	0.861413	661723	0.793394	0.5352	1248	1165	171709	150426	0.519924	2956853
kfdrc-harmonization/sd-bhjxbdqk-03	alignment-BS_2QKS5WMK	BS_2QKS5WMK	1.752386	0.000791	3532	38153639	3575077	3431066	144011	0	0.959718	2.063941	1.218011	800388	89029	0	0.888768	711359	0.860292	0.751712	1277	1187	84264	79471	0.51413	2844278
kfdrc-harmonization/sd-bhjxbdqk-03	alignment-BS_8ZTNXCZJ	BS_8ZTNXCZJ	2.66062	0.000778	4136	57289171	4243747	4045599	198148	0	0.953308	2.06123	1.142557	924973	123421	0	0.866568	801552	0.855625	0.750951	1856	1741	132757	123243	0.514073	3861816
kfdrc-harmonization/sd-bhjxbdqk-03	alignment-BS_AWRNMZAY	BS_AWRNMZAY	1.853752	0.00087	3997	44292222	3633511	3470380	163131	0	0.955104	2.055092	1.045761	835339	102648	0	0.877118	732691	0.848214	0.708636	1310	1199	114975	107441	0.516822	2983772
kfdrc-harmonization/sd-bhjxbdqk-03	alignment-BS_H6JD43MF	BS_H6JD43MF	1.807134	0.000845	3851	37662201	3637969	3470907	167062	0	0.954078	2.062009	1.146995	818756	95294	0	0.883611	723462	0.858829	0.747712	1341	1232	91224	85698	0.514931	2933203
kfdrc-harmonization/sd-bhjxbdqk-03	alignment-BS_TQYACCGG	BS_TQYACCGG	1.805145	0.000885	4021	40536646	3605923	3443286	162637	0	0.954897	2.065544	1.084769	825461	99466	0	0.879502	725995	0.848011	0.717181	1261	1163	105740	98859	0.515219	2925384
kfdrc-harmonization/sd-bhjxbdqk-03	alignment-BS_7GZKB2J6	BS_7GZKB2J6	1.846805	0.000822	3741	41094803	3623515	3472266	151249	0	0.958259	2.063446	1.228642	821774	95985	0	0.883198	725789	0.860258	0.742299	1318	1230	97489	91620	0.514657	2952373
kfdrc-harmonization/sd-bhjxbdqk-03	alignment-BS_SN2CD2FC	BS_SN2CD2FC	2.310855	0.000707	3781	52518235	4309827	4113216	196611	0	0.954381	2.070781	1.301213	915101	122250	0	0.866408	792851	0.862617	0.800972	1951	1841	113533	105751	0.512359	3733364
kfdrc-harmonization/sd-bhjxbdqk-03	alignment-BS_F4V6RWJ9	BS_F4V6RWJ9	1.713008	0.000759	3308	41964888	3511588	3351635	159953	0	0.95445	2.066213	1.289425	765334	105502	0	0.862149	659832	0.818982	0.692283	1102	1034	74906	68820	0.517257	2751781
kfdrc-harmonization/sd-bhjxbdqk-03	alignment-BS_JAGHHZXH	BS_JAGHHZXH	1.973584	0.000602	2715	81755066	3580494	3424181	156313	0	0.956343	2.05893	1.141391	774341	103177	0	0.866755	671164	0.804093	0.605418	1256	1172	143950	127833	0.519249	2992185
kfdrc-harmonization/sd-bhjxbdqk-03	alignment-BS_CRRXEJYC	BS_CRRXEJYC	1.828153	0.000867	3932	39725565	3604820	3445363	159457	0	0.955766	2.062395	1.186709	822875	97955	0	0.88096	724920	0.850782	0.729218	1156	1069	101672	95303	0.514657	2933115
kfdrc-harmonization/sd-bhjxbdqk-03	alignment-BS_4RT8H37A	BS_4RT8H37A	1.894682	0.000622	2792	82169412	3560643	3404722	155921	0	0.95621	2.058412	1.14089	768371	102349	0	0.866797	666022	0.801335	0.594867	1306	1222	148901	132215	0.519885	2937251
kfdrc-harmonization/sd-bhjxbdqk-03	alignment-BS_84QXT7FR	BS_84QXT7FR	2.07179	0.000747	3547	34932165	3845108	3689787	155321	0	0.959606	2.069482	1.247641	823452	93226	0	0.886786	730226	0.864058	0.815148	1440	1342	75059	70973	0.510351	3204643
kfdrc-harmonization/sd-bhjxbdqk-03	alignment-BS_GP9W8WG8	BS_GP9W8WG8	1.802232	0.000743	3195	37949719	3478167	3347639	130528	0	0.962472	2.064857	1.276426	747459	99043	0	0.867494	648416	0.818334	0.725247	1177	1118	67176	61885	0.515493	2764985
kfdrc-harmonization/sd-bhjxbdqk-03	alignment-BS_99PPAR9M	BS_99PPAR9M	1.84203	0.000849	3900	43795374	3639527	3479175	160352	0	0.955941	2.062064	1.132794	833381	101081	0	0.87871	732300	0.85021	0.70976	1367	1267	111878	104429	0.516154	2977598
kfdrc-harmonization/sd-bhjxbdqk-03	alignment-BS_J9K1Y535	BS_J9K1Y535	1.624482	0.000462	1937	28675312	3567112	3379025	188087	0	0.947272	2.066909	0.828217	593111	52695	0	0.911155	540416	0.840015	0.690297	1185	1098	29487	28344	0.515085	2596945
kfdrc-harmonization/sd-bhjxbdqk-03	alignment-BS_YVRSCEC6	BS_YVRSCEC6	1.826252	0.000822	3726	40382841	3600651	3447222	153429	0	0.957389	2.063032	1.212546	824714	98982	0	0.87998	725732	0.856083	0.740496	1165	1074	101859	95435	0.514078	2930543
kfdrc-harmonization/sd-bhjxbdqk-03	alignment-BS_GKFY1GX4	BS_GKFY1GX4	1.866343	0.000908	4157	38911464	3621479	3467134	154345	0	0.957381	2.06099	1.103309	838563	103400	0	0.876694	735163	0.860141	0.751207	1228	1144	109460	102451	0.514887	2981237
kfdrc-harmonization/sd-bhjxbdqk-03	alignment-BS_FQ7H95MY	BS_FQ7H95MY	1.907071	0.000597	2670	82620680	3560219	3406299	153920	0	0.956767	2.060433	1.082336	760067	97672	0	0.871496	662395	0.812973	0.630693	1256	1176	142057	126351	0.519945	2933628
kfdrc-harmonization/sd-bhjxbdqk-03	alignment-BS_TDN8NVYJ	BS_TDN8NVYJ	1.79819	0.000814	3646	36540321	3588319	3442525	145794	0	0.95937	2.062824	1.182578	801407	88799	0	0.889196	712608	0.859809	0.764896	1221	1134	82925	78306	0.513639	2879097
kfdrc-harmonization/sd-bhjxbdqk-03	alignment-BS_F42WG7E7	BS_F42WG7E7	1.658022	0.000469	1986	29983387	3584969	3392096	192873	0	0.9462	2.061779	0.799776	608008	55385	0	0.908907	552623	0.841985	0.69399	1374	1274	31857	30546	0.51596	2639257
kfdrc-harmonization/sd-bhjxbdqk-03	alignment-BS_RREVQG9H	BS_RREVQG9H	1.9771	0.001127	5253	47114956	3683590	3522009	161581	0	0.956135	2.058879	1.128222	846591	104555	0	0.876499	742036	0.851286	0.703183	1328	1234	122032	113737	0.514606	3095967
kfdrc-harmonization/sd-bhjxbdqk-03	alignment-BS_1DM8G1V8	BS_1DM8G1V8	1.725189	0.000782	3461	35769418	3553702	3410534	143168	0	0.959713	2.065431	1.21249	787640	85429	0	0.891538	702211	0.865657	0.772864	1214	1140	76413	72288	0.513453	2801271
kfdrc-harmonization/sd-bhjxbdqk-03	alignment-BS_B6H61NPY	BS_B6H61NPY	1.803745	0.000933	4204	38759519	3583016	3426375	156641	0	0.956282	2.061852	1.051913	817081	95739	0	0.882828	721342	0.850008	0.716583	1207	1119	98291	92233	0.515563	2899352
kfdrc-harmonization/sd-bhjxbdqk-03	alignment-BS_0NC1NQ01	BS_0NC1NQ01	2.0331	0.000644	2879	34036549	3799975	3608234	191741	0	0.949542	2.067837	0.90901	633023	59458	0	0.906073	573565	0.842347	0.708907	1355	1256	33301	31911	0.510687	2998154
kfdrc-harmonization/sd-bhjxbdqk-03	alignment-BS_FNQMY128	BS_FNQMY128	2.269287	0.000744	4097	57804632	4408257	4181391	226866	0	0.948536	2.067324	1.265194	944217	136426	0	0.855514	807791	0.855506	0.773125	2143	2013	139241	128383	0.51389	3820665
kfdrc-harmonization/sd-bhjxbdqk-03	alignment-BS_Y4X7K6SY	BS_Y4X7K6SY	1.887861	0.000606	2692	82795101	3532819	3380528	152291	0	0.956892	2.059778	1.053131	756035	98414	0	0.869829	657621	0.808584	0.602703	1296	1201	143327	127323	0.519273	2903783
kfdrc-harmonization/sd-bhjxbdqk-03	alignment-BS_4EAVBDKR	BS_4EAVBDKR	1.893255	0.000875	4089	45198267	3696311	3522911	173400	0	0.953088	2.058268	1.080134	846157	104800	0	0.876146	741357	0.851879	0.696232	1416	1310	119680	111475	0.516137	3057323
kfdrc-harmonization/sd-bhjxbdqk-03	alignment-BS_J764TSC8	BS_J764TSC8	1.814204	0.0009	4079	34310124	3594324	3446243	148081	0	0.958801	2.062946	1.169113	831393	100367	0	0.879279	731026	0.863512	0.791596	1253	1157	97237	91169	0.513614	2921104
kfdrc-harmonization/sd-bhjxbdqk-03	alignment-BS_BJEG5SVT	BS_BJEG5SVT	1.944912	0.00066	2960	86225412	3535058	3389537	145521	0	0.958835	2.059638	1.140518	774283	107826	0	0.860741	666457	0.780985	0.505971	1263	1187	164610	144865	0.519793	2961368
kfdrc-harmonization/sd-bhjxbdqk-03	alignment-BS_5AXMM8V5	BS_5AXMM8V5	2.304483	0.000827	4481	52113613	4356062	4138181	217881	0	0.949982	2.06766	1.22541	930967	129626	0	0.860762	801341	0.85321	0.773172	1965	1832	123163	114180	0.513768	3780887
kfdrc-harmonization/sd-bhjxbdqk-03	alignment-BS_6PFQJMM3	BS_6PFQJMM3	2.63431	0.000817	3973	43377246	3978523	3830459	148064	0	0.962784	2.070439	1.395625	813349	106710	0	0.868802	706639	0.825101	0.752965	1568	1474	66285	61458	0.512067	3526508
