Project	Task	CATEGORY	TOTAL_READS	PF_READS	PCT_PF_READS	PF_NOISE_READS	PF_READS_ALIGNED	PCT_PF_READS_ALIGNED	PF_ALIGNED_BASES	PF_HQ_ALIGNED_READS	PF_HQ_ALIGNED_BASES	PF_HQ_ALIGNED_Q20_BASES	PF_HQ_MEDIAN_MISMATCHES	PF_MISMATCH_RATE	PF_HQ_ERROR_RATE	PF_INDEL_RATE	MEAN_READ_LENGTH	READS_ALIGNED_IN_PAIRS	PCT_READS_ALIGNED_IN_PAIRS	PF_READS_IMPROPER_PAIRS	PCT_PF_READS_IMPROPER_PAIRS	BAD_CYCLES	STRAND_BALANCE	PCT_CHIMERAS	PCT_ADAPTER	SAMPLE	LIBRARY	READ_GROUP
kfdrc-harmonization/sd-bhjxbdqk-03	alignment-BS_2QKS5WMK	UNPAIRED	398595198	398595198	1	0	398595198	1	59175806233	361491643	53989957473	52935728841	0	0.005373	0.004467	0.000229	150	0	0	0	0	0	0.499666	0.004062	0	BS_2QKS5WMK		
kfdrc-harmonization/sd-bhjxbdqk-03	alignment-BS_2QKS5WMK	UNPAIRED	398595198	398595198	1	0	398595198	1	59175806233	361491643	53989957473	52935728841	0	0.005373	0.004467	0.000229	150	0	0	0	0	0	0.499666	0.004062	0	BS_2QKS5WMK	DNA456369	
kfdrc-harmonization/sd-bhjxbdqk-03	alignment-BS_8ZTNXCZJ	UNPAIRED	441987878	441987878	1	0	441987878	1	65623246965	399494352	59670549953	59145538174	0	0.004116	0.003203	0.000255	150	0	0	0	0	0	0.499633	0.004078	0	BS_8ZTNXCZJ		
kfdrc-harmonization/sd-bhjxbdqk-03	alignment-BS_8ZTNXCZJ	UNPAIRED	441987878	441987878	1	0	441987878	1	65623246965	399494352	59670549953	59145538174	0	0.004116	0.003203	0.000255	150	0	0	0	0	0	0.499633	0.004078	0	BS_8ZTNXCZJ	DNA478831	
kfdrc-harmonization/sd-bhjxbdqk-03	alignment-BS_AWRNMZAY	UNPAIRED	450149774	450149774	1	0	450149774	1	66891589456	409073120	61121632513	60587161074	0	0.003895	0.003042	0.000235	150	0	0	0	0	0	0.49964	0.004094	0	BS_AWRNMZAY		
kfdrc-harmonization/sd-bhjxbdqk-03	alignment-BS_AWRNMZAY	UNPAIRED	450149774	450149774	1	0	450149774	1	66891589456	409073120	61121632513	60587161074	0	0.003895	0.003042	0.000235	150	0	0	0	0	0	0.49964	0.004094	0	BS_AWRNMZAY	DNA478832	
kfdrc-harmonization/sd-bhjxbdqk-03	alignment-BS_H6JD43MF	UNPAIRED	383713623	383713623	1	0	383713623	1	56999762070	349775870	52240931664	51450069569	0	0.004624	0.003852	0.000231	150	0	0	0	0	0	0.499704	0.003789	0	BS_H6JD43MF		
kfdrc-harmonization/sd-bhjxbdqk-03	alignment-BS_H6JD43MF	UNPAIRED	383713623	383713623	1	0	383713623	1	56999762070	349775870	52240931664	51450069569	0	0.004624	0.003852	0.000231	150	0	0	0	0	0	0.499704	0.003789	0	BS_H6JD43MF	DNA478853	
kfdrc-harmonization/sd-bhjxbdqk-03	alignment-BS_TQYACCGG	UNPAIRED	436361987	436361987	1	0	436361987	1	64865050347	399800451	59732815120	59242459916	0	0.003748	0.003059	0.000227	150	0	0	0	0	0	0.499681	0.003855	0	BS_TQYACCGG		
kfdrc-harmonization/sd-bhjxbdqk-03	alignment-BS_TQYACCGG	UNPAIRED	436361987	436361987	1	0	436361987	1	64865050347	399800451	59732815120	59242459916	0	0.003748	0.003059	0.000227	150	0	0	0	0	0	0.499681	0.003855	0	BS_TQYACCGG	DNA478845	
kfdrc-harmonization/sd-bhjxbdqk-03	alignment-BS_7GZKB2J6	UNPAIRED	436673873	436673873	1	0	436673873	1	64838522841	398016541	59446180411	58734103937	0	0.00426	0.003455	0.000241	150	0	0	0	0	0	0.499697	0.004354	0	BS_7GZKB2J6		
kfdrc-harmonization/sd-bhjxbdqk-03	alignment-BS_7GZKB2J6	UNPAIRED	436673873	436673873	1	0	436673873	1	64838522841	398016541	59446180411	58734103937	0	0.00426	0.003455	0.000241	150	0	0	0	0	0	0.499697	0.004354	0	BS_7GZKB2J6	DNA478843	
kfdrc-harmonization/sd-bhjxbdqk-03	alignment-BS_SN2CD2FC	UNPAIRED	435343891	435343891	1	0	435343891	1	64583071619	395124962	58987879445	58341436783	0	0.004403	0.00351	0.000257	150	0	0	0	0	0	0.499351	0.0046	0	BS_SN2CD2FC		
kfdrc-harmonization/sd-bhjxbdqk-03	alignment-BS_SN2CD2FC	UNPAIRED	435343891	435343891	1	0	435343891	1	64583071619	395124962	58987879445	58341436783	0	0.004403	0.00351	0.000257	150	0	0	0	0	0	0.499351	0.0046	0	BS_SN2CD2FC	DNA478846	
kfdrc-harmonization/sd-bhjxbdqk-03	alignment-BS_F4V6RWJ9	UNPAIRED	629679183	629679183	1	0	629679183	1	62544095869	560204578	55844792618	55401859165	0	0.003428	0.002619	0.000231	100	0	0	0	0	0	0.500065	0.003065	0	BS_F4V6RWJ9		
kfdrc-harmonization/sd-bhjxbdqk-03	alignment-BS_F4V6RWJ9	UNPAIRED	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BS_F4V6RWJ9		
kfdrc-harmonization/sd-bhjxbdqk-03	alignment-BS_F4V6RWJ9	UNPAIRED	629679183	629679183	1	0	629679183	1	62544095869	560204578	55844792618	55401859165	0	0.003428	0.002619	0.000231	100	0	0	0	0	0	0.500065	0.003065	0	unknown	unknown	
kfdrc-harmonization/sd-bhjxbdqk-03	alignment-BS_JAGHHZXH	UNPAIRED	1177828469	1177828469	1	0	1177828469	1	116685990411	1045878490	104060412449	102862988428	0	0.004828	0.004048	0.000225	100	0	0	0	0	0	0.50007	0.003563	0	BS_JAGHHZXH		
kfdrc-harmonization/sd-bhjxbdqk-03	alignment-BS_JAGHHZXH	UNPAIRED	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BS_JAGHHZXH		
kfdrc-harmonization/sd-bhjxbdqk-03	alignment-BS_JAGHHZXH	UNPAIRED	1177828469	1177828469	1	0	1177828469	1	116685990411	1045878490	104060412449	102862988428	0	0.004828	0.004048	0.000225	100	0	0	0	0	0	0.50007	0.003563	0	unknown	unknown	
kfdrc-harmonization/sd-bhjxbdqk-03	alignment-BS_CRRXEJYC	UNPAIRED	426373887	426373887	1	0	426373887	1	63219311101	387135038	57794777531	57236770834	0	0.004077	0.00326	0.000238	150	0	0	0	0	0	0.499529	0.004329	0	BS_CRRXEJYC		
kfdrc-harmonization/sd-bhjxbdqk-03	alignment-BS_CRRXEJYC	UNPAIRED	426373887	426373887	1	0	426373887	1	63219311101	387135038	57794777531	57236770834	0	0.004077	0.00326	0.000238	150	0	0	0	0	0	0.499529	0.004329	0	BS_CRRXEJYC	7316-95-DNA393528	
kfdrc-harmonization/sd-bhjxbdqk-03	alignment-BS_4RT8H37A	UNPAIRED	1207458829	1207458829	1	0	1207458829	1	119572424323	1068728414	106326265537	105177484611	0	0.003929	0.003071	0.000228	100	0	0	0	0	0	0.500118	0.003661	0	BS_4RT8H37A		
kfdrc-harmonization/sd-bhjxbdqk-03	alignment-BS_4RT8H37A	UNPAIRED	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BS_4RT8H37A		
kfdrc-harmonization/sd-bhjxbdqk-03	alignment-BS_4RT8H37A	UNPAIRED	1207458829	1207458829	1	0	1207458829	1	119572424323	1068728414	106326265537	105177484611	0	0.003929	0.003071	0.000228	100	0	0	0	0	0	0.500118	0.003661	0	unknown	unknown	
kfdrc-harmonization/sd-bhjxbdqk-03	alignment-BS_84QXT7FR	UNPAIRED	313260658	313260658	1	0	313260658	1	46507378047	283630321	42364192561	41717811379	0	0.004912	0.003994	0.000249	150	0	0	0	0	0	0.4997	0.004372	0	BS_84QXT7FR		
kfdrc-harmonization/sd-bhjxbdqk-03	alignment-BS_84QXT7FR	UNPAIRED	313260658	313260658	1	0	313260658	1	46507378047	283630321	42364192561	41717811379	0	0.004912	0.003994	0.000249	150	0	0	0	0	0	0.4997	0.004372	0	BS_84QXT7FR	DNA478850	
kfdrc-harmonization/sd-bhjxbdqk-03	alignment-BS_GP9W8WG8	UNPAIRED	565906450	565906450	1	0	565906450	1	56202390515	505399868	50381761523	50022246764	0	0.003008	0.00231	0.000227	100	0	0	0	0	0	0.500142	0.002878	0	BS_GP9W8WG8		
