Project	Task	GENOME_TERRITORY	MEAN_COVERAGE	SD_COVERAGE	MEDIAN_COVERAGE	MAD_COVERAGE	PCT_EXC_MAPQ	PCT_EXC_DUPE	PCT_EXC_UNPAIRED	PCT_EXC_BASEQ	PCT_EXC_OVERLAP	PCT_EXC_CAPPED	PCT_EXC_TOTAL	PCT_1X	PCT_5X	PCT_10X	PCT_15X	PCT_20X	PCT_25X	PCT_30X	PCT_40X	PCT_50X	PCT_60X	PCT_70X	PCT_80X	PCT_90X	PCT_100X	HET_SNP_SENSITIVITY	HET_SNP_Q
yuankun/kf-alignment-rerun	Marazita-2015-OFC: file: d836ace7c008471a9dc57b99db4e3482.bam	2745186691	23.138915	7.501208	23	4	0.036347	0.162155	0.000683	0.023543	0.016725	0.001921	0.241374	0.978705	0.972472	0.964449	0.922132	0.742791	0.420751	0.154646	0.008224	0.001529	0.000847	0.000551	0.000398	0.000307	0.000248	0.972622	16
yuankun/kf-alignment-rerun	Marazita-2015-OFC: file: 5a3430d9239943f09ac7c48b1eb93137.bam	2745186691	28.24751	8.638652	29	4	0.053415	0.166112	0.000742	0.017714	0.034878	0.004334	0.277194	0.979258	0.974095	0.970035	0.962087	0.919547	0.748284	0.437412	0.043906	0.003614	0.001967	0.001382	0.001037	0.00082	0.000678	0.97497	16
yuankun/kf-alignment-rerun	Marazita-2015-OFC: file: fe0bd1acec20418a9347e4a4b7cb11a2.bam	2745186691	29.13106	8.787466	29	4	0.050046	0.172399	0.000601	0.0168	0.014702	0.003828	0.258376	0.979951	0.974586	0.970483	0.963391	0.929347	0.784874	0.495266	0.063226	0.004707	0.002029	0.001411	0.001052	0.0008	0.000622	0.97549	16
yuankun/kf-alignment-rerun	Marazita-2015-OFC: file: c16d6b7b704c43538ec9c231c83b681e.bam	2745186691	22.749859	7.665933	23	4	0.059897	0.148905	0.001483	0.028681	0.010811	0.00459	0.254366	0.980247	0.973796	0.966273	0.922213	0.725724	0.3857	0.12855	0.006651	0.002036	0.001327	0.000949	0.00073	0.000587	0.000487	0.973846	16
yuankun/kf-alignment-rerun	Marazita-2015-OFC: file: e731f7088acc4cd5a7e116474d6de3c8.bam	2745186691	27.370706	8.194354	28	4	0.050055	0.118651	0.000941	0.013632	0.014118	0.004313	0.20171	0.979548	0.974082	0.969632	0.96073	0.910246	0.712059	0.378803	0.026704	0.002787	0.001707	0.001189	0.00088	0.000664	0.000524	0.974961	16
yuankun/kf-alignment-rerun	Marazita-2015-OFC: file: c2fc1c0b24ed4a2f80c229be7bd905a3.bam	2745186691	26.084392	7.942883	26	4	0.051645	0.123455	0.000995	0.015028	0.006811	0.004347	0.202282	0.980081	0.974236	0.969252	0.956417	0.87992	0.631512	0.293013	0.016063	0.002383	0.001524	0.001086	0.000802	0.000593	0.000464	0.975065	16
yuankun/kf-alignment-rerun	Marazita-2015-OFC: file: e28399a087b746939d126e012edbbdd3.bam	2745186691	30.412111	8.888381	31	4	0.051234	0.137083	0.000775	0.015258	0.016296	0.003612	0.224258	0.980037	0.97484	0.970922	0.965426	0.944521	0.841337	0.583142	0.086653	0.00554	0.002239	0.001534	0.001116	0.000843	0.000658	0.975792	16
yuankun/kf-alignment-rerun	Marazita-2015-OFC: file: 172a1c8826024665b1ff62beebf9348c.bam	2745186691	18.147752	6.253886	18	3	0.047877	0.106422	0.001547	0.023066	0.016532	0.003465	0.198908	0.979136	0.971715	0.949996	0.785158	0.397258	0.103231	0.015652	0.00179	0.001029	0.000696	0.000514	0.000395	0.00031	0.000246	0.969173	15
yuankun/kf-alignment-rerun	Schiffman-2015-ES: file: c77ccddedbd142478b95d67a8182822c.bam	2745186691	21.797326	7.052084	22	3	0.050401	0.148112	0.000918	0.017099	0.01774	0.004634	0.238903	0.979493	0.973346	0.965879	0.917311	0.686509	0.313055	0.079605	0.003544	0.001553	0.000964	0.000681	0.000522	0.00043	0.000366	0.973341	16
yuankun/kf-alignment-rerun	Schiffman-2015-ES: file: 49126826ca54446cb362fe50b6072765.bam	2745186691	29.065101	8.583556	29	4	0.049808	0.12713	0.001492	0.016502	0.017502	0.003955	0.216387	0.980672	0.974725	0.970402	0.963667	0.93293	0.79346	0.496105	0.052541	0.003849	0.002152	0.001544	0.001158	0.000868	0.000663	0.975762	16
yuankun/kf-alignment-rerun	Schiffman-2015-ES: file: c93c6ff2274d4d72adbd30c5140002f6.bam	2745186691	24.265424	7.522571	25	4	0.049647	0.151595	0.00069	0.017083	0.019503	0.004321	0.242839	0.97947	0.973708	0.968308	0.94749	0.820557	0.501741	0.184053	0.007521	0.001876	0.001157	0.000791	0.00059	0.000469	0.000393	0.974324	16
yuankun/kf-alignment-rerun	Schiffman-2015-ES: file: 1be83b0177e84d31b9c9b8af0657103d.bam	2745186691	23.028812	7.338362	23	4	0.052106	0.111607	0.000974	0.01511	0.033747	0.004847	0.218391	0.979229	0.973106	0.966661	0.934671	0.76006	0.40691	0.126352	0.005039	0.00176	0.001193	0.000848	0.000612	0.000482	0.0004	0.973676	16
yuankun/kf-alignment-rerun	Schiffman-2015-ES: file: 6e880f13f4614d1ebd41afc114f6e197.bam	2745186691	30.237145	8.784013	31	4	0.049018	0.137054	0.000982	0.013665	0.020444	0.003959	0.225122	0.980036	0.974543	0.970529	0.96489	0.943639	0.838684	0.575737	0.079225	0.00462	0.002065	0.001455	0.001111	0.000874	0.000673	0.975542	16
yuankun/kf-alignment-rerun	Schiffman-2015-ES: file: e53955abeccc4093b9775e2caa88e9c6.bam	2745186691	27.097042	8.1927	27	4	0.050128	0.13256	0.001137	0.029188	0.028515	0.003677	0.245205	0.979264	0.973519	0.968865	0.959179	0.903705	0.695785	0.361693	0.024309	0.002608	0.001644	0.001193	0.000904	0.000666	0.000513	0.974455	16
yuankun/kf-alignment-rerun	Schiffman-2015-ES: file: 800f932243064bc2ab874bdb73c74335.bam	2745186691	26.926662	8.184552	27	4	0.050296	0.113993	0.000921	0.022055	0.02251	0.004088	0.213863	0.979758	0.974222	0.969731	0.959758	0.899558	0.681281	0.346956	0.024545	0.003027	0.001808	0.001207	0.000859	0.000662	0.000532	0.975072	16
yuankun/kf-alignment-rerun	Schiffman-2015-ES: file: 836759276a5b43559af37ea1d4ceacf9.bam	2745186691	29.222141	8.669491	30	4	0.048467	0.115438	0.000891	0.018514	0.028477	0.003747	0.215534	0.979567	0.974041	0.969879	0.963315	0.933248	0.797327	0.506377	0.058912	0.00411	0.002036	0.001418	0.00103	0.000773	0.000606	0.975054	16
yuankun/kf-alignment-rerun	Schiffman-2015-ES: file: ebc797b9b9e349509fd6643323722db7.bam	2745186691	20.274884	6.697099	20	3	0.049317	0.117333	0.001419	0.017525	0.027294	0.003961	0.216849	0.978976	0.972507	0.96209	0.880884	0.575967	0.20893	0.041079	0.002433	0.001374	0.000934	0.000645	0.000483	0.000386	0.000313	0.972034	16
yuankun/kf-alignment-rerun	Vilain-2015-DSD: file: GMKFEV.DSD-KK-37-P-1_2AMP.hgv.bam	2745186691	27.373859	8.281087	28	4	0.052086	0.086884	0.001226	0.021459	0.029669	0.004386	0.195709	0.979336	0.97396	0.969393	0.959654	0.906707	0.708865	0.381263	0.028503	0.002808	0.001662	0.001153	0.000876	0.00069	0.000559	0.97487	16
yuankun/kf-alignment-rerun	Vilain-2015-DSD: file: GMKFEV.DSD-KK-37-M-1_2AMP-FLOWCELL-HLFJJCCXX-H5HTKALXX.hgv.bam	2745186691	33.064829	9.521899	34	4	0.049008	0.147307	0.000937	0.017959	0.033205	0.003844	0.252259	0.979331	0.974434	0.970983	0.966757	0.956129	0.90453	0.732064	0.182192	0.012892	0.002856	0.001924	0.001357	0.001014	0.000803	0.975408	16
yuankun/kf-alignment-rerun	Vilain-2015-DSD: file: GMKFEV.DSD-IX-1207-0-1_2AMP.hgv.bam	2745186691	39.300897	10.719618	40	5	0.049215	0.118144	0.000957	0.01647	0.01191	0.003684	0.200381	0.980652	0.975562	0.97241	0.969294	0.964891	0.953994	0.909574	0.524613	0.097317	0.007966	0.002704	0.001975	0.001466	0.001098	0.976572	16
yuankun/kf-alignment-rerun	Vilain-2015-DSD: file: GMKFEV.DSD-IX-1207-5-1_2AMP.hgv.bam	2745186691	34.642276	9.741163	35	5	0.046924	0.115288	0.001211	0.018217	0.011413	0.003547	0.196601	0.98099	0.97556	0.971862	0.967822	0.959622	0.924624	0.795917	0.260894	0.023028	0.003108	0.001929	0.001349	0.000991	0.000767	0.976642	16
yuankun/kf-alignment-rerun	Vilain-2015-DSD: file: GMKFEV.DSD-IX-1209-0-1_2AMP-FLOWCELL-HNLJKCCXX-HNKCHCCXX.hgv.bam	2745186691	39.464899	10.789877	40	5	0.045375	0.11889	0.00146	0.024054	0.012577	0.003317	0.205674	0.980841	0.975715	0.972366	0.968996	0.964089	0.952378	0.908756	0.53613	0.102838	0.009081	0.002901	0.001834	0.001349	0.001079	0.97677	16
yuankun/kf-alignment-rerun	Vilain-2015-DSD: file: GMKFEV.DSD-IX-1209-9-1_2AMP-FLOWCELL-HNLJKCCXX-HNKCHCCXX.hgv.bam	2745186691	28.931411	8.537553	29	4	0.049237	0.105106	0.001524	0.023627	0.013689	0.004318	0.197502	0.979953	0.974331	0.969891	0.962427	0.928951	0.785999	0.490033	0.051928	0.00347	0.001825	0.001205	0.000853	0.000647	0.000525	0.975348	16
yuankun/kf-alignment-rerun	Vilain-2015-DSD: file: GMKFEV.DSD-IX-1209-5-1_2AMP-FLOWCELL-HNLJKCCXX-HNKCHCCXX.hgv.bam	2745186691	31.678799	9.310406	32	4	0.050658	0.107173	0.001645	0.025155	0.01246	0.004518	0.201608	0.980326	0.974815	0.970759	0.965269	0.947749	0.86753	0.65237	0.136344	0.010031	0.00251	0.001547	0.00108	0.000806	0.000632	0.975884	16
yuankun/kf-alignment-rerun	Vilain-2015-DSD: file: GMKFEV.DSD-IX-1207-9-1_2AMP.hgv.bam	2745186691	52.470646	13.39362	53	6	0.047615	0.11092	0.000835	0.019043	0.012258	0.004038	0.194708	0.981853	0.977127	0.974426	0.972135	0.969764	0.966822	0.962537	0.925443	0.679191	0.238899	0.034095	0.004928	0.00284	0.002272	0.978088	17
yuankun/kf-alignment-rerun	Vilain-2015-DSD: file: GMKFEV.DSD-KK-37-F-1_2AMP.hgv.bam	2745186691	42.066065	11.224683	43	5	0.048473	0.088501	0.000966	0.02196	0.031712	0.00367	0.195282	0.98032	0.97554	0.972593	0.969768	0.966116	0.959544	0.937556	0.670921	0.186632	0.018354	0.003231	0.002073	0.001536	0.001172	0.976539	16
yuankun/kf-alignment-rerun	Maris-2016-NB: file: SL263443.bam	2745186691	32.304642	9.655236	33	5	0.048039	0.05518	0.001764	0.020234	0.016085	0.003555	0.144857	0.980652	0.974829	0.970883	0.965551	0.946327	0.867652	0.674376	0.17386	0.014114	0.002543	0.001589	0.001104	0.00083	0.000671	0.975935	16
yuankun/kf-alignment-rerun	Maris-2016-NB: file: SL263447.bam	2745186691	33.094147	9.489959	34	4	0.048924	0.039092	0.001305	0.022293	0.01855	0.004444	0.134607	0.980765	0.9752	0.971345	0.966718	0.955213	0.902019	0.731209	0.187237	0.012659	0.002471	0.001695	0.001262	0.000987	0.000782	0.976303	16
yuankun/kf-alignment-rerun	Maris-2016-NB: file: SL263456.bam	2745186691	29.151453	14.074462	28	10	0.043347	0.107247	0.001716	0.013462	0.134504	0.002274	0.30255	0.979685	0.97171	0.94424	0.85586	0.723621	0.590331	0.470451	0.24793	0.071508	0.010297	0.002062	0.001159	0.000845	0.000643	0.972025	16
yuankun/kf-alignment-rerun	Maris-2016-NB: file: SL263446.bam	2745186691	28.603311	12.408301	28	9	0.043046	0.129602	0.001243	0.010934	0.127494	0.002472	0.314791	0.978778	0.972271	0.958536	0.896459	0.764783	0.606822	0.458056	0.192177	0.035449	0.003977	0.001584	0.001133	0.000849	0.00066	0.972853	16
yuankun/kf-alignment-rerun	Maris-2016-NB: file: SL263430.bam	2745186691	35.336272	11.046601	36	6	0.053746	0.067507	0.001247	0.024074	0.026503	0.004416	0.177492	0.980773	0.975207	0.971512	0.965401	0.943857	0.885094	0.76708	0.342919	0.052184	0.005083	0.002158	0.001506	0.001114	0.000881	0.976282	16
yuankun/kf-alignment-rerun	Maris-2016-NB: file: SL263442.bam	2745186691	37.189062	11.403295	38	6	0.047034	0.057922	0.001442	0.014958	0.018531	0.003978	0.143865	0.981343	0.975763	0.972111	0.967112	0.952399	0.909235	0.813029	0.430585	0.090577	0.008695	0.002306	0.001555	0.001152	0.000894	0.976844	16
yuankun/kf-alignment-rerun	Maris-2016-NB: file: SL263420.bam	2745186691	30.81572	10.720452	32	6	0.053588	0.045303	0.002352	0.028359	0.026058	0.004303	0.159963	0.980578	0.974636	0.968187	0.945011	0.882517	0.766583	0.588657	0.173992	0.017204	0.002658	0.001539	0.001081	0.00082	0.000661	0.975307	16
yuankun/kf-alignment-rerun	Maris-2016-NB: file: SL263400.bam	2745186691	34.881958	10.761685	36	5	0.05254	0.104727	0.001219	0.015507	0.028052	0.004564	0.206609	0.981089	0.975504	0.9716	0.964099	0.941449	0.886454	0.768388	0.313266	0.038234	0.003942	0.002143	0.001515	0.001106	0.000872	0.976544	16
yuankun/kf-alignment-rerun	Maris-2016-NB: file: SL263455.bam	2745186691	35.790166	11.074811	36	6	0.049858	0.080008	0.001423	0.013012	0.022112	0.003964	0.170377	0.981025	0.975401	0.9718	0.967066	0.951193	0.895984	0.772903	0.361927	0.065129	0.006039	0.001995	0.001336	0.00096	0.000747	0.976487	16
yuankun/kf-alignment-rerun	Rios-2016-AIS: file: SL248451.bam	2745186691	29.983874	9.017489	30	4	0.049721	0.028702	0.001608	0.040525	0.192952	0.003285	0.316794	0.97906	0.972816	0.968297	0.961526	0.933244	0.814798	0.556356	0.086741	0.005357	0.00197	0.001268	0.000889	0.000683	0.000548	0.974375	16
yuankun/kf-alignment-rerun	Rios-2016-AIS: file: SL248493.bam	2745186691	26.783999	8.432084	27	4	0.056085	0.010704	0.002205	0.05256	0.232652	0.003021	0.357226	0.978527	0.972177	0.966736	0.954216	0.886712	0.66867	0.347762	0.026508	0.002795	0.001703	0.001198	0.000869	0.000661	0.000528	0.973895	16
yuankun/kf-alignment-rerun	Rios-2016-AIS: file: SL248454.bam	2745186691	34.384415	10.091212	35	5	0.052917	0.045495	0.001923	0.036502	0.191014	0.003365	0.331216	0.97966	0.973784	0.969813	0.965466	0.956139	0.915396	0.77789	0.256149	0.024305	0.003342	0.002125	0.001581	0.001243	0.001011	0.975252	16
yuankun/kf-alignment-rerun	Rios-2016-AIS: file: SL248490.bam	2745186691	25.381605	8.523851	25	4	0.055835	0.041765	0.003347	0.037512	0.234637	0.00282	0.375915	0.978275	0.971533	0.965319	0.943442	0.829806	0.560766	0.267087	0.02659	0.003277	0.001647	0.001172	0.000863	0.000658	0.000526	0.973275	16
yuankun/kf-alignment-rerun	Rios-2016-AIS: file: SL248476.bam	2745186691	34.912793	9.96544	35	5	0.051831	0.026594	0.002081	0.037847	0.197063	0.003465	0.318881	0.980154	0.974156	0.970257	0.966202	0.958512	0.925978	0.805034	0.278635	0.025531	0.003204	0.002017	0.001439	0.001069	0.000838	0.975666	16
yuankun/kf-alignment-rerun	Rios-2016-AIS: file: SL248473.bam	2745186691	29.488333	9.263142	30	5	0.053072	0.041681	0.001131	0.032471	0.210586	0.003175	0.342116	0.978967	0.97293	0.968517	0.961082	0.92449	0.782687	0.51311	0.085526	0.007341	0.002259	0.00149	0.001097	0.000836	0.000648	0.974443	16
yuankun/kf-alignment-rerun	Rios-2016-AIS: file: SL248480.bam	2745186691	21.047873	7.048639	21	4	0.052459	0.084803	0.003826	0.036571	0.207814	0.002833	0.388306	0.977894	0.970734	0.960981	0.895422	0.632588	0.267016	0.063385	0.003073	0.001568	0.001068	0.000752	0.000543	0.000418	0.00034	0.972309	16
yuankun/kf-alignment-rerun	Rios-2016-AIS: file: SL248407.bam	2745186691	26.338557	8.474458	27	4	0.063012	0.114252	0.01407	0.0539	0.130901	0.003844	0.379979	0.979942	0.97286	0.967461	0.953559	0.873627	0.633163	0.31456	0.026764	0.003142	0.001691	0.001196	0.000909	0.000712	0.000571	0.974393	16
yuankun/kf-alignment-rerun	Rios-2016-AIS: file: SL248485.bam	2745186691	20.330273	6.849339	21	3	0.051355	0.037509	0.003765	0.04168	0.240344	0.002615	0.377269	0.977758	0.970263	0.958938	0.876764	0.580144	0.219697	0.046208	0.002518	0.001369	0.000926	0.000657	0.000493	0.000382	0.000307	0.971987	16
yuankun/kf-alignment-rerun	Seidman-2015-CHD: file: HMNWGCCXX-1.hgv.bam	2745186691	35.645824	10.166697	36	5	0.050257	0.130244	0.001252	0.018269	0.006228	0.003913	0.210162	0.980739	0.975336	0.9716	0.967217	0.958207	0.927145	0.821784	0.323362	0.034906	0.003668	0.002126	0.001572	0.001205	0.000957	0.976443	16
yuankun/kf-alignment-rerun	Seidman-2015-CHD: file: HNCCCCCXX-1.hgv.bam	2745186691	37.27193	11.010178	38	5	0.053262	0.093955	0.001558	0.017605	0.009487	0.00484	0.180707	0.981319	0.975885	0.972167	0.967992	0.958993	0.929211	0.841819	0.420947	0.073177	0.006294	0.002453	0.001868	0.001472	0.001174	0.976989	16
yuankun/kf-alignment-rerun	Seidman-2015-CHD: file: HNCCCCCXX-3.hgv.bam	2745186691	37.998964	10.750337	39	5	0.052112	0.121317	0.001793	0.013936	0.008681	0.004969	0.202808	0.981048	0.975748	0.972253	0.968641	0.962309	0.943072	0.875843	0.454864	0.074843	0.006143	0.002551	0.001922	0.001492	0.00118	0.976831	16
yuankun/kf-alignment-rerun	Seidman-2015-CHD: file: HMYW2CCXX-7.hgv.bam	2745186691	37.862303	10.696161	39	5	0.051117	0.121473	0.001142	0.013854	0.007033	0.004646	0.199265	0.980771	0.975644	0.972219	0.968511	0.96197	0.942724	0.875172	0.447019	0.070265	0.006015	0.002662	0.001942	0.001457	0.001138	0.976669	16
yuankun/kf-alignment-rerun	Seidman-2015-CHD: file: HN72LCCXX-2.hgv.bam	2745186691	39.456091	10.872788	40	5	0.052227	0.118851	0.001262	0.012157	0.007657	0.004729	0.196884	0.981254	0.976048	0.9727	0.96942	0.964588	0.952538	0.907709	0.5349	0.102775	0.008184	0.002778	0.002053	0.001564	0.001243	0.977115	16
yuankun/kf-alignment-rerun	Seidman-2015-CHD: file: HMYW2CCXX-8.hgv.bam	2745186691	37.623759	10.662288	38	5	0.05216	0.1048	0.001176	0.018006	0.008516	0.005109	0.189766	0.980113	0.975194	0.971839	0.96818	0.961661	0.941935	0.87145	0.433491	0.065063	0.005655	0.002635	0.001911	0.00141	0.0011	0.976193	16
yuankun/kf-alignment-rerun	Seidman-2015-CHD: file: HN72LCCXX-1.hgv.bam	2745186691	38.937614	10.645967	40	5	0.049773	0.129556	0.001072	0.012335	0.00743	0.003996	0.204162	0.981152	0.976158	0.972829	0.969533	0.964588	0.95176	0.902375	0.50598	0.08777	0.006738	0.002514	0.001872	0.001439	0.00115	0.977178	16
yuankun/kf-alignment-rerun	Seidman-2015-CHD: file: HN72LCCXX-3.hgv.bam	2745186691	38.638162	10.916533	39	5	0.051261	0.134082	0.000948	0.011995	0.007526	0.00429	0.210103	0.98108	0.975978	0.972595	0.969062	0.962879	0.944605	0.883715	0.491742	0.092094	0.007306	0.002476	0.001864	0.001422	0.001118	0.977014	16
yuankun/kf-alignment-rerun	Seidman-2015-CHD: file: HNCCCCCXX-2.hgv.bam	2745186691	37.758698	10.656827	38	5	0.050165	0.08933	0.001523	0.015217	0.00891	0.004251	0.169396	0.981097	0.976025	0.972494	0.968712	0.962056	0.941966	0.872047	0.44157	0.068869	0.005612	0.002471	0.00183	0.001374	0.001084	0.977057	16
