Project	Task	GENOME_TERRITORY	MEAN_COVERAGE	SD_COVERAGE	MEDIAN_COVERAGE	MAD_COVERAGE	PCT_EXC_MAPQ	PCT_EXC_DUPE	PCT_EXC_UNPAIRED	PCT_EXC_BASEQ	PCT_EXC_OVERLAP	PCT_EXC_CAPPED	PCT_EXC_TOTAL	PCT_1X	PCT_5X	PCT_10X	PCT_15X	PCT_20X	PCT_25X	PCT_30X	PCT_40X	PCT_50X	PCT_60X	PCT_70X	PCT_80X	PCT_90X	PCT_100X	HET_SNP_SENSITIVITY	HET_SNP_Q
kfdrc-harmonization/sd-46sk55a3	alignment-BS_J77M986W	2745186691	35.173563	9.866498	36	5	0.049765	0.071306	0.001566	0.028284	0.042567	0.003172	0.19666	0.979312	0.974395	0.971026	0.967206	0.960038	0.931011	0.817792	0.289059	0.026633	0.003324	0.00199	0.001416	0.001061	0.00083	0.975421	16
kfdrc-harmonization/sd-46sk55a3	alignment-BS_C9VVX3PP	2745186691	36.910791	10.217167	38	5	0.048051	0.134854	0.001293	0.027317	0.017144	0.003361	0.23202	0.979548	0.974705	0.971585	0.968241	0.962609	0.943733	0.866182	0.387523	0.047684	0.004424	0.002353	0.001708	0.001269	0.000984	0.975698	16
kfdrc-harmonization/sd-46sk55a3	alignment-BS_QJ1A457B	2745186691	33.517879	9.57428	34	4	0.05119	0.037065	0.001764	0.04415	0.022995	0.004517	0.16168	0.979718	0.974561	0.97098	0.96655	0.955842	0.908849	0.752357	0.206073	0.014501	0.002843	0.001962	0.001396	0.001042	0.000815	0.975614	16
kfdrc-harmonization/sd-46sk55a3	alignment-BS_8P2RN0Q5	2745186691	34.720192	9.520023	36	5	0.027365	0.17042	0.001317	0.025033	0.013055	0.001569	0.238758	0.973833	0.970149	0.967148	0.963376	0.955605	0.924652	0.808025	0.27522	0.022013	0.002065	0.001178	0.000762	0.000501	0.000346	0.970864	15
kfdrc-harmonization/sd-46sk55a3	alignment-BS_AP470DC6	2745186691	29.85347	16.114664	35	6	0.026296	0.164832	0.001186	0.023326	0.01909	0.001699	0.23643	0.810342	0.807254	0.804927	0.802119	0.796944	0.778338	0.703052	0.281825	0.027641	0.002133	0.00116	0.000791	0.000572	0.000447	0.807835	7
kfdrc-harmonization/sd-46sk55a3	alignment-BS_EDQ6RQJJ	2745186691	36.011443	10.056396	37	5	0.053054	0.090846	0.001719	0.037432	0.019842	0.004715	0.207608	0.980211	0.975233	0.97182	0.96798	0.961065	0.936864	0.843141	0.3364	0.033946	0.003585	0.002187	0.001565	0.001183	0.000957	0.976247	16
kfdrc-harmonization/sd-46sk55a3	alignment-BS_3ETE26QW	2745186691	36.560089	10.098334	37	5	0.050384	0.08963	0.001608	0.032903	0.024813	0.004204	0.20354	0.979739	0.974702	0.97136	0.96775	0.961629	0.941304	0.859443	0.368817	0.040618	0.003793	0.002167	0.001493	0.001064	0.00083	0.975754	16
kfdrc-harmonization/sd-46sk55a3	alignment-BS_GHM92RJB	2745186691	33.510144	14.250877	37	5	0.055577	0.10746	0.001358	0.031363	0.019152	0.005299	0.22021	0.908907	0.889177	0.886207	0.883026	0.877595	0.859503	0.786696	0.343626	0.039115	0.003668	0.0021	0.001557	0.001201	0.000966	0.890708	10
kfdrc-harmonization/sd-46sk55a3	alignment-BS_GEPPG8TH	2745186691	35.274594	13.604081	38	5	0.024329	0.134003	0.001205	0.01525	0.013901	0.001724	0.190412	0.909361	0.906283	0.903969	0.901269	0.896757	0.88343	0.828839	0.420925	0.05849	0.003685	0.001445	0.001	0.000718	0.000552	0.906873	10
kfdrc-harmonization/sd-46sk55a3	alignment-BS_5HHF404H	2745186691	33.370355	14.268038	36	5	0.050271	0.116515	0.001235	0.026621	0.016211	0.003983	0.214837	0.902764	0.887173	0.884013	0.880731	0.875193	0.857069	0.784346	0.340436	0.037754	0.003387	0.00188	0.001386	0.001086	0.000886	0.888549	10
kfdrc-harmonization/sd-46sk55a3	alignment-BS_26EGNNXQ	2745186691	33.56407	14.098316	36	5	0.049084	0.132082	0.001203	0.017417	0.018997	0.004525	0.223308	0.911263	0.893133	0.89001	0.886762	0.881321	0.86314	0.789018	0.338758	0.037335	0.003606	0.002151	0.001615	0.001255	0.001013	0.894645	10
kfdrc-harmonization/sd-46sk55a3	alignment-BS_A769418E	2745186691	33.189962	14.753935	37	5	0.035323	0.096453	0.001304	0.02325	0.015215	0.003844	0.175389	0.889665	0.871513	0.868609	0.865582	0.860527	0.844771	0.780879	0.360636	0.043457	0.003038	0.001486	0.00105	0.000745	0.000551	0.872903	9
kfdrc-harmonization/sd-46sk55a3	alignment-BS_JA7BB05A	2745186691	32.05444	12.235261	34	5	0.023083	0.219014	0.001134	0.014199	0.015656	0.001761	0.274847	0.914539	0.911358	0.908782	0.905382	0.897652	0.864014	0.739531	0.225795	0.015824	0.001965	0.00124	0.000841	0.000608	0.000464	0.911962	11
kfdrc-harmonization/sd-46sk55a3	alignment-BS_1X4K6T01	2745186691	34.510841	12.89179	37	5	0.049605	0.178583	0.001413	0.013529	0.016057	0.003928	0.263115	0.934963	0.921492	0.918472	0.915247	0.909785	0.890983	0.812678	0.342077	0.036255	0.003529	0.002125	0.001579	0.001219	0.000989	0.922731	11
kfdrc-harmonization/sd-46sk55a3	alignment-BS_4WPB3V11	2745186691	36.918805	10.029445	38	5	0.035754	0.108716	0.001396	0.024994	0.019519	0.002152	0.192531	0.978695	0.973929	0.970653	0.967054	0.961093	0.942478	0.868097	0.393731	0.046604	0.003649	0.001905	0.001344	0.00097	0.000728	0.974924	16
kfdrc-harmonization/sd-46sk55a3	alignment-BS_B8XSH31A	2745186691	31.210042	14.645105	35	6	0.025541	0.079662	0.001722	0.02916	0.023511	0.001814	0.161412	0.858109	0.854807	0.852308	0.84916	0.842992	0.82004	0.731292	0.277066	0.025145	0.00201	0.001132	0.000768	0.000539	0.000405	0.855444	8
kfdrc-harmonization/sd-46sk55a3	alignment-BS_TN4C50JX	2745186691	32.28158	14.89346	36	5	0.060365	0.083457	0.002165	0.034844	0.021409	0.004996	0.207236	0.890628	0.868133	0.865071	0.861846	0.856156	0.835905	0.755294	0.308837	0.033134	0.003534	0.002216	0.001723	0.001353	0.001099	0.869827	9
kfdrc-harmonization/sd-46sk55a3	alignment-BS_3YAB7W0J	2745186691	36.576698	10.24428	37	5	0.049636	0.081182	0.001551	0.029978	0.020315	0.003995	0.186658	0.979892	0.974912	0.971662	0.968105	0.961977	0.941299	0.858435	0.367842	0.041179	0.004148	0.002475	0.001822	0.001373	0.001079	0.97594	16
kfdrc-harmonization/sd-46sk55a3	alignment-BS_4X4MD0CH	2745186691	37.319028	10.304793	38	5	0.042006	0.099441	0.001755	0.028278	0.020764	0.002994	0.195237	0.979922	0.974892	0.971518	0.967935	0.962006	0.943457	0.871672	0.415284	0.056204	0.004605	0.002177	0.001576	0.001201	0.000951	0.975942	16
kfdrc-harmonization/sd-46sk55a3	alignment-BS_G55MY8HF	2745186691	35.862641	9.994371	37	5	0.045581	0.07269	0.001553	0.030414	0.02313	0.003586	0.176954	0.97969	0.974617	0.971184	0.967325	0.960171	0.934491	0.837049	0.33116	0.033685	0.003408	0.001991	0.001402	0.001039	0.000809	0.975674	16
kfdrc-harmonization/sd-46sk55a3	alignment-BS_QTBG9JXZ	2745186691	36.052202	9.837211	37	5	0.02255	0.128142	0.00116	0.023306	0.016215	0.001445	0.192818	0.972902	0.969598	0.966779	0.963353	0.957133	0.935683	0.849483	0.35113	0.035547	0.002592	0.00135	0.000906	0.000635	0.000482	0.970264	15
kfdrc-harmonization/sd-46sk55a3	alignment-BS_G5PJJS06	2745186691	33.313701	14.477523	36	5	0.053302	0.110806	0.00115	0.02498	0.018156	0.004304	0.212698	0.901954	0.884358	0.881239	0.878014	0.872618	0.854763	0.782419	0.340633	0.038371	0.003631	0.002156	0.001613	0.001236	0.000987	0.8858	9
kfdrc-harmonization/sd-46sk55a3	alignment-BS_ZHM50P6J	2745186691	37.066615	10.089626	38	5	0.02673	0.114131	0.001211	0.021885	0.016405	0.001786	0.182147	0.973324	0.970048	0.967392	0.964268	0.958941	0.942302	0.873452	0.408856	0.050259	0.003648	0.001768	0.001192	0.000798	0.000565	0.970723	15
kfdrc-harmonization/sd-46sk55a3	alignment-BS_9KMB11RG	2745186691	34.941779	12.929814	37	5	0.048606	0.164065	0.001162	0.020345	0.016657	0.003687	0.254521	0.934789	0.921866	0.918845	0.915652	0.910416	0.893443	0.822659	0.3683	0.042915	0.003662	0.002011	0.001462	0.001101	0.000875	0.923114	11
kfdrc-harmonization/sd-46sk55a3	alignment-BS_BQKDWT5V	2745186691	36.232072	9.930259	37	5	0.047987	0.168567	0.001082	0.020689	0.012003	0.003675	0.254002	0.980423	0.975308	0.971785	0.96802	0.961674	0.939991	0.85212	0.348507	0.035805	0.003406	0.001955	0.001386	0.001026	0.000806	0.976356	16
kfdrc-harmonization/sd-46sk55a3	alignment-BS_E91JBHXE	2745186691	37.718609	10.31829	38	5	0.047498	0.147853	0.001336	0.02176	0.014985	0.003922	0.237354	0.98017	0.975302	0.972056	0.968669	0.963416	0.948279	0.885778	0.435501	0.058624	0.004786	0.002321	0.001663	0.001238	0.000971	0.976301	16
kfdrc-harmonization/sd-46sk55a3	alignment-BS_VJR2BY4A	2745186691	34.08569	13.968596	37	5	0.049732	0.125482	0.001356	0.025374	0.014587	0.004019	0.220549	0.915211	0.897355	0.894249	0.89107	0.885866	0.869369	0.801669	0.363312	0.043012	0.00362	0.001965	0.001458	0.001126	0.000916	0.898843	10
kfdrc-harmonization/sd-46sk55a3	alignment-BS_J023WJM3	2745186691	33.914988	14.745915	37	5	0.052684	0.090362	0.001606	0.023541	0.023412	0.004862	0.196467	0.906534	0.884228	0.881084	0.877843	0.872598	0.856302	0.791403	0.37638	0.051859	0.004619	0.002357	0.001781	0.001383	0.001118	0.886261	9
kfdrc-harmonization/sd-46sk55a3	alignment-BS_V5A6VTRN	2745186691	36.465447	10.413966	37	5	0.044775	0.092821	0.001594	0.029714	0.023378	0.003112	0.195395	0.979651	0.974622	0.971227	0.967364	0.960101	0.934502	0.842529	0.367732	0.048939	0.004635	0.0023	0.001733	0.001341	0.001064	0.975665	16
kfdrc-harmonization/sd-46sk55a3	alignment-BS_VGVSVC47	2745186691	36.813809	10.408239	37	5	0.042121	0.093648	0.001587	0.032822	0.020737	0.002638	0.193552	0.979493	0.974335	0.970915	0.96719	0.960416	0.936243	0.848834	0.388366	0.058039	0.005375	0.002236	0.001565	0.001104	0.000819	0.975421	16
kfdrc-harmonization/sd-46sk55a3	alignment-BS_2CYMWFZG	2745186691	34.863911	14.312158	38	5	0.052818	0.099018	0.001217	0.025136	0.012234	0.004438	0.194862	0.916178	0.896098	0.893096	0.890058	0.885341	0.871882	0.816409	0.411102	0.059022	0.004666	0.002102	0.00155	0.001172	0.00091	0.897704	10
kfdrc-harmonization/sd-46sk55a3	alignment-BS_NXDJW69M	2745186691	37.123272	10.068265	38	5	0.033903	0.091057	0.00148	0.026093	0.014253	0.001867	0.168653	0.9774	0.972888	0.969735	0.966208	0.960291	0.942582	0.87222	0.408371	0.051086	0.003795	0.001829	0.001306	0.00096	0.000737	0.973806	16
kfdrc-harmonization/sd-46sk55a3	alignment-BS_QQK3P0XH	2745186691	38.996876	11.24547	40	5	0.024061	0.104474	0.001507	0.022107	0.019894	0.00085	0.172893	0.973682	0.970275	0.967454	0.964061	0.958047	0.941192	0.885534	0.517296	0.113679	0.010362	0.00219	0.001453	0.001066	0.000802	0.97098	15
kfdrc-harmonization/sd-46sk55a3	alignment-BS_YBF0T9PD	2745186691	33.856789	14.492407	37	5	0.051985	0.098183	0.001486	0.029643	0.021976	0.005027	0.208299	0.905339	0.88864	0.885554	0.882271	0.87685	0.860149	0.793892	0.365853	0.044739	0.003919	0.002223	0.001707	0.001342	0.001086	0.890025	10
kfdrc-harmonization/sd-46sk55a3	alignment-BS_C0ZWVQY3	2745186691	36.494665	9.943236	37	5	0.032601	0.116222	0.002225	0.029047	0.020453	0.001893	0.202441	0.976499	0.972232	0.969152	0.965599	0.959332	0.939149	0.858941	0.37188	0.040799	0.003311	0.001836	0.001283	0.000879	0.000614	0.973112	16
kfdrc-harmonization/sd-46sk55a3	alignment-BS_4TWE4EW9	2745186691	36.842939	10.010011	38	5	0.026166	0.109952	0.001673	0.028633	0.018314	0.001415	0.186152	0.973474	0.970069	0.967257	0.96384	0.957779	0.938933	0.865732	0.399197	0.048468	0.003286	0.001379	0.00089	0.000596	0.000413	0.97077	15
kfdrc-harmonization/sd-46sk55a3	alignment-BS_E2YY0P88	2745186691	36.183159	10.095419	37	5	0.052071	0.097297	0.002109	0.031979	0.023535	0.003659	0.21065	0.979298	0.974376	0.97107	0.967448	0.96116	0.93887	0.849052	0.346333	0.036647	0.003622	0.002124	0.001543	0.001144	0.000885	0.975395	16
kfdrc-harmonization/sd-46sk55a3	alignment-BS_8MH2K4MC	2745186691	36.461312	9.952833	37	5	0.024835	0.144853	0.001265	0.013321	0.018348	0.001086	0.203708	0.973211	0.969853	0.967115	0.963874	0.958139	0.93842	0.857949	0.373614	0.043032	0.003307	0.001504	0.000999	0.000697	0.000509	0.970509	15
kfdrc-harmonization/sd-46sk55a3	alignment-BS_62ZZN52Z	2745186691	33.081148	14.407037	36	5	0.049767	0.109814	0.001717	0.018029	0.023198	0.004046	0.20657	0.903726	0.880825	0.877684	0.874474	0.869117	0.850997	0.777195	0.334154	0.036973	0.003412	0.001981	0.001448	0.001105	0.000878	0.88256	9
kfdrc-harmonization/sd-46sk55a3	alignment-BS_5CG16MTV	2745186691	34.174785	12.54144	36	5	0.026312	0.146148	0.001792	0.012506	0.018958	0.001442	0.207157	0.921044	0.917944	0.915489	0.912528	0.907061	0.887374	0.806149	0.332965	0.033945	0.002634	0.001371	0.000927	0.000654	0.000485	0.918547	11
kfdrc-harmonization/sd-46sk55a3	alignment-BS_81JV82M4	2745186691	35.261908	9.858437	36	5	0.045831	0.050931	0.001884	0.024589	0.024374	0.003952	0.151561	0.979726	0.974758	0.971265	0.96732	0.959737	0.930307	0.81954	0.295754	0.026937	0.003207	0.002042	0.001489	0.001109	0.000846	0.975764	16
kfdrc-harmonization/sd-46sk55a3	alignment-BS_5K54HF9V	2745186691	36.605394	10.033871	37	5	0.047875	0.095174	0.001581	0.020461	0.020264	0.00429	0.189646	0.979869	0.974925	0.971655	0.968172	0.962401	0.942895	0.862169	0.369958	0.040495	0.003768	0.002131	0.001458	0.001032	0.000796	0.975925	16
kfdrc-harmonization/sd-46sk55a3	alignment-BS_QGWR8GQ0	2745186691	36.289006	10.013554	37	5	0.036548	0.110411	0.00163	0.020457	0.02164	0.003344	0.194029	0.976352	0.971421	0.96834	0.964916	0.958977	0.938285	0.853476	0.359338	0.039501	0.003393	0.001754	0.001194	0.000835	0.000601	0.972355	16
kfdrc-harmonization/sd-46sk55a3	alignment-BS_WP1P52QQ	2745186691	37.61203	10.223371	38	5	0.026155	0.112045	0.001361	0.028028	0.013297	0.001164	0.182051	0.973912	0.970429	0.967657	0.964466	0.959169	0.943736	0.881851	0.441191	0.062971	0.004416	0.001665	0.001103	0.000731	0.000524	0.971153	15
kfdrc-harmonization/sd-46sk55a3	alignment-BS_E0ZSDBA8	2745186691	37.783606	10.26464	39	5	0.033725	0.080596	0.001963	0.034148	0.014549	0.001727	0.166709	0.977824	0.973432	0.970338	0.966928	0.961376	0.945764	0.884421	0.445692	0.063738	0.004693	0.002015	0.001408	0.000997	0.000774	0.974346	16
kfdrc-harmonization/sd-46sk55a3	alignment-BS_H9Q5N39V	2745186691	34.200419	13.915231	37	5	0.050856	0.127089	0.001005	0.018934	0.020524	0.003731	0.222139	0.914915	0.898903	0.895851	0.8927	0.887637	0.871588	0.804844	0.366812	0.043825	0.003832	0.002149	0.001542	0.001109	0.000834	0.900251	10
kfdrc-harmonization/sd-46sk55a3	alignment-BS_ZPRCJ8PE	2745186691	37.196008	10.125703	38	5	0.028023	0.100824	0.001343	0.023156	0.018154	0.001879	0.173381	0.973427	0.96996	0.967179	0.963888	0.958312	0.941616	0.874294	0.418313	0.054675	0.003692	0.0015	0.000952	0.000607	0.000439	0.970664	15
kfdrc-harmonization/sd-46sk55a3	alignment-BS_HZ75B8HA	2745186691	37.549781	10.314297	38	5	0.053006	0.097903	0.001216	0.025048	0.021811	0.003908	0.202892	0.979677	0.974784	0.971539	0.968072	0.962555	0.946606	0.881775	0.427364	0.056194	0.004541	0.002282	0.001598	0.001139	0.000885	0.975792	16
kfdrc-harmonization/sd-46sk55a3	alignment-BS_S19AD5QY	2745186691	35.812389	12.706434	38	5	0.025878	0.099346	0.001218	0.022221	0.020629	0.002078	0.17137	0.927116	0.923907	0.921453	0.918575	0.91382	0.90006	0.843183	0.421098	0.056294	0.003403	0.001341	0.000882	0.00058	0.000417	0.92455	11
kfdrc-harmonization/sd-46sk55a3	alignment-BS_C38BKZVE	2745186691	30.62238	14.682786	34	5	0.060542	0.077697	0.001884	0.034067	0.022162	0.0049	0.201253	0.879739	0.856583	0.853364	0.849848	0.842917	0.814626	0.708052	0.236057	0.01968	0.002825	0.00192	0.001481	0.001188	0.000972	0.858279	8
kfdrc-harmonization/sd-46sk55a3	alignment-BS_GFR7ESBA	2745186691	34.971737	9.824429	36	5	0.051478	0.088003	0.002205	0.034969	0.01418	0.004074	0.194909	0.980398	0.975197	0.971597	0.967499	0.959318	0.92725	0.809483	0.279436	0.024124	0.003222	0.002056	0.001393	0.001016	0.000804	0.976226	16
kfdrc-harmonization/sd-46sk55a3	alignment-BS_PK9AJJGJ	2745186691	35.348636	9.835055	36	5	0.048687	0.089321	0.001992	0.031858	0.027261	0.003462	0.202582	0.979227	0.974284	0.97092	0.967133	0.96005	0.93238	0.824739	0.299586	0.027253	0.003273	0.002034	0.001412	0.001009	0.00076	0.975316	16
kfdrc-harmonization/sd-46sk55a3	alignment-BS_XYARQB3R	2745186691	33.927748	14.334586	37	5	0.033845	0.100401	0.001625	0.027974	0.014562	0.003107	0.181514	0.891646	0.887132	0.884215	0.880981	0.875528	0.859503	0.796756	0.376881	0.04758	0.00365	0.001743	0.001206	0.000868	0.000681	0.888043	10
kfdrc-harmonization/sd-46sk55a3	alignment-BS_JTAQ2YR1	2745186691	37.293636	10.22138	38	5	0.025511	0.117269	0.001723	0.022047	0.020125	0.001476	0.18815	0.973447	0.970058	0.967319	0.964136	0.958746	0.942438	0.876979	0.423365	0.054409	0.003728	0.001648	0.001146	0.000841	0.000673	0.970758	15
kfdrc-harmonization/sd-46sk55a3	alignment-BS_MAQPDZE7	2745186691	37.568664	10.387585	38	5	0.045335	0.088977	0.00151	0.028347	0.022177	0.003683	0.190028	0.978783	0.974053	0.97093	0.967493	0.961885	0.945785	0.881478	0.430009	0.057061	0.004573	0.002229	0.001619	0.00122	0.00097	0.97504	16
kfdrc-harmonization/sd-46sk55a3	alignment-BS_DE35ZJZP	2745186691	34.02454	13.380915	37	5	0.026234	0.134807	0.002101	0.022123	0.019453	0.001725	0.206444	0.905072	0.901898	0.899376	0.896356	0.891016	0.87358	0.802428	0.355091	0.039877	0.002769	0.001359	0.00091	0.000609	0.000434	0.902524	10
kfdrc-harmonization/sd-46sk55a3	alignment-BS_XP2JQRWV	2745186691	32.033556	12.943976	34	5	0.043319	0.190045	0.001218	0.021851	0.013174	0.003038	0.272645	0.92087	0.903932	0.900609	0.896839	0.889077	0.857091	0.738619	0.234867	0.018235	0.00281	0.001909	0.001453	0.001167	0.000947	0.905407	10
kfdrc-harmonization/sd-46sk55a3	alignment-BS_6YJC551E	2745186691	35.505588	9.767016	36	5	0.024801	0.170484	0.001244	0.021453	0.014908	0.0016	0.234491	0.973007	0.969632	0.966788	0.963312	0.956638	0.93182	0.833805	0.31846	0.029159	0.00256	0.001494	0.001049	0.000764	0.000573	0.970312	15
kfdrc-harmonization/sd-46sk55a3	alignment-BS_PTBSGXBX	2745186691	37.161878	10.191197	38	5	0.048022	0.143285	0.001075	0.014204	0.015606	0.003921	0.226112	0.980188	0.975328	0.97212	0.968651	0.962953	0.945594	0.874452	0.402626	0.048588	0.004069	0.002194	0.001582	0.001194	0.000977	0.976284	16
kfdrc-harmonization/sd-46sk55a3	alignment-BS_8AKB8QZX	2745186691	35.932913	9.83531	37	5	0.02608	0.157289	0.000992	0.01963	0.016077	0.001397	0.221465	0.973251	0.9699	0.967141	0.963803	0.957664	0.935705	0.846273	0.341947	0.034299	0.002691	0.001423	0.000987	0.000714	0.000543	0.970568	15
kfdrc-harmonization/sd-46sk55a3	alignment-BS_3S67FQ20	2745186691	35.45613	10.627306	37	5	0.023186	0.173132	0.001028	0.012707	0.019074	0.001506	0.230633	0.958913	0.955847	0.953324	0.950243	0.944495	0.9236	0.837025	0.338614	0.032988	0.002533	0.001382	0.000947	0.000665	0.00049	0.956444	14
kfdrc-harmonization/sd-46sk55a3	alignment-BS_6SE4NMVJ	2745186691	34.366255	9.47877	35	5	0.018897	0.215255	0.000933	0.01974	0.009606	0.001237	0.265669	0.971784	0.968443	0.965537	0.961815	0.953724	0.920389	0.796635	0.258952	0.019448	0.00188	0.001082	0.000685	0.00046	0.00033	0.969109	15
kfdrc-harmonization/sd-46sk55a3	alignment-BS_62ZDKVXH	2745186691	33.954587	12.7042	36	5	0.021901	0.177989	0.000885	0.019393	0.013514	0.002034	0.235716	0.916746	0.913629	0.911103	0.908021	0.902258	0.881987	0.800031	0.329329	0.033666	0.002364	0.001159	0.000806	0.00058	0.000426	0.914236	11
kfdrc-harmonization/sd-46sk55a3	alignment-BS_TBTNYR2C	2745186691	38.831907	10.534842	40	5	0.045925	0.083369	0.001216	0.021748	0.015456	0.004059	0.171774	0.980501	0.975469	0.972177	0.968894	0.964066	0.951588	0.902366	0.501978	0.084559	0.006281	0.002399	0.001697	0.001225	0.000957	0.97651	16
kfdrc-harmonization/sd-46sk55a3	alignment-BS_G1D4JKM0	2745186691	33.292888	9.603055	34	5	0.051069	0.030871	0.001496	0.033185	0.019247	0.004755	0.140622	0.979721	0.974572	0.970861	0.966194	0.954547	0.903669	0.740638	0.197763	0.013738	0.002638	0.001757	0.001241	0.000962	0.000786	0.975589	16
